,ID,String,Region,Site.x,Zone.x,Type.x,Site_no,Replicate,Plankton_Category,Specimen_Type,Plankton_Group,Total_Count,LATITUDE,LONGITUDE,Type.y
36,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Benthic_Snail,Gastropoda,1,8.60835,134.67621,Surface
37,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Crab,Crustacea,3,8.60835,134.67621,Surface
38,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Evadne,Crustacea,69,8.60835,134.67621,Surface
39,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Chaetognath,Chaetognatha,11,8.60835,134.67621,Surface
40,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Chaetognath,Chaetognatha,6,8.60835,134.67621,Surface
41,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Amphipod,Crustacea,1,8.60835,134.67621,Surface
42,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Benthic_Snail,Gastropoda,1,8.60835,134.67621,Surface
43,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Benthic_Snail,Gastropoda,32,8.60835,134.67621,Surface
44,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Copepod,Copepoda,3,8.60835,134.67621,Surface
45,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Copepod,Copepoda,8,8.60835,134.67621,Surface
46,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Copepod,Copepoda,9,8.60835,134.67621,Surface
47,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Benthic_Snail,Gastropoda,3,8.60835,134.67621,Surface
48,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Larvaceans,Other Gelatinous,12,8.60835,134.67621,Surface
49,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Other Gelatinous,Other Gelatinous,18,8.60835,134.67621,Surface
50,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Fish,Fish embryo/egg,3,8.60835,134.67621,Surface
51,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Ostracod,Crustacea,1,8.60835,134.67621,Surface
52,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Polychaete,Polychaeta,1,8.60835,134.67621,Surface
53,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Pteropod,Gastropoda,1,8.60835,134.67621,Surface
54,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Shrimp,Malacostraca,1,8.60835,134.67621,Surface
55,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Shrimp,Malacostraca,2,8.60835,134.67621,Surface
56,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Meroplankton,Stomatopod,Crustacea,1,8.60835,134.67621,Surface
57,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Fish,Fish embryo/egg,35,8.60835,134.67621,Surface
58,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Fish,Fish embryo/egg,2,8.60835,134.67621,Surface
59,PAL22_N1_2_S,PAL22_2,North,N1,PNMS North,Zooplankton,1,2,Holoplankton,Fish,Fish embryo/egg,44,8.60835,134.67621,Surface
60,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,3,8.67279,134.63313,Surface
61,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Bivalve,Bivalvia,1,8.67279,134.63313,Surface
62,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1,8.67279,134.63313,Surface
63,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,8.67279,134.63313,Surface
64,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,34,8.67279,134.63313,Surface
65,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,4,8.67279,134.63313,Surface
66,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Larvaceans,Other Gelatinous,35,8.67279,134.63313,Surface
67,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Other Gelatinous,Other Gelatinous,6,8.67279,134.63313,Surface
68,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Evadne,Crustacea,256,8.67279,134.63313,Surface
69,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,6,8.67279,134.63313,Surface
70,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,8.67279,134.63313,Surface
71,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1,8.67279,134.63313,Surface
72,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,2,8.67279,134.63313,Surface
73,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1,8.67279,134.63313,Surface
74,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,35,8.67279,134.63313,Surface
75,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,500,8.67279,134.63313,Surface
76,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Meroplankton,Barnacle,Gastropoda,1,8.67279,134.63313,Surface
77,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Jelly,Other gelatinous,2,8.67279,134.63313,Surface
78,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,5,8.67279,134.63313,Surface
79,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,18,8.67279,134.63313,Surface
80,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,3,8.67279,134.63313,Surface
81,PAL22_N1_3_S,PAL22_3,North,N1,PNMS North,Zooplankton,1,3,Holoplankton,Isopod,Crustacea,1,8.67279,134.63313,Surface
82,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,2,9.10719,134.95911,Surface
83,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,1,9.10719,134.95911,Surface
84,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Shrimp,Malacostraca,7,9.10719,134.95911,Surface
85,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Copepod,Copepoda,58,9.10719,134.95911,Surface
86,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Krill,Malacostraca,1,9.10719,134.95911,Surface
87,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,18,9.10719,134.95911,Surface
88,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,11,9.10719,134.95911,Surface
89,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Echinoderm,Echinodermata,150,9.10719,134.95911,Surface
90,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,3,9.10719,134.95911,Surface
91,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,1,9.10719,134.95911,Surface
92,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Copepod,Copepoda,1,9.10719,134.95911,Surface
93,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Echinoderm,Echinodermata,11,9.10719,134.95911,Surface
94,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Evadne,Crustacea,4,9.10719,134.95911,Surface
95,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Chaetognath,Chaetognatha,74,9.10719,134.95911,Surface
96,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Chaetognath,Chaetognatha,31,9.10719,134.95911,Surface
97,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Copepod,Copepoda,6,9.10719,134.95911,Surface
98,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Copepod,Copepoda,1,9.10719,134.95911,Surface
99,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Shrimp,Malacostraca,9,9.10719,134.95911,Surface
100,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Copepod,Copepoda,154,9.10719,134.95911,Surface
101,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Pteropod,Gastropoda,8,9.10719,134.95911,Surface
102,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Benthic_Snail,Gastropoda,2,9.10719,134.95911,Surface
103,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Benthic_Snail,Gastropoda,1,9.10719,134.95911,Surface
104,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Echinoderm,Echinodermata,16,9.10719,134.95911,Surface
105,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Benthic_Snail,Gastropoda,3,9.10719,134.95911,Surface
106,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Other Gelatinous,Other Gelatinous,1,9.10719,134.95911,Surface
107,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Fish,Fish embryo/egg,7,9.10719,134.95911,Surface
108,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Fish,Fish embryo/egg,13,9.10719,134.95911,Surface
109,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Ascidean_Tadpole,Other Gelatinous,1,9.10719,134.95911,Surface
110,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Meroplankton,Cnidaria,Cnidaria,1,9.10719,134.95911,Surface
111,PAL22_N3_1_S,PAL22_4,North,N3,PNMS North,Zooplankton,3,1,Holoplankton,Jelly,Other gelatinous,2,9.10719,134.95911,Surface
112,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Benthic_Snail,Gastropoda,1,9.14262,134.95244,Surface
113,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Copepod,Copepoda,1,9.14262,134.95244,Surface
114,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Copepod,Copepoda,6,9.14262,134.95244,Surface
115,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Echinoderm,Echinodermata,8,9.14262,134.95244,Surface
116,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Copepod,Copepoda,171,9.14262,134.95244,Surface
117,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Polychaete,Polycheata,1,9.14262,134.95244,Surface
118,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Benthic_Snail,Gastropoda,1,9.14262,134.95244,Surface
119,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Evadne,Crustacea,6,9.14262,134.95244,Surface
120,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Chaetognath,Chaetognatha,3,9.14262,134.95244,Surface
121,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Chaetognath,Chaetognatha,1,9.14262,134.95244,Surface
122,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Shrimp,Malacostraca,1,9.14262,134.95244,Surface
123,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Amphipod,Crustacea,2,9.14262,134.95244,Surface
124,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Benthic_Snail,Gastropoda,1,9.14262,134.95244,Surface
125,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Fish,Fish embryo/egg,49,9.14262,134.95244,Surface
126,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Fish,Fish embryo/egg,20,9.14262,134.95244,Surface
127,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Jelly,Other gelatinous,1,9.14262,134.95244,Surface
128,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Pteropod,Gastropoda,2,9.14262,134.95244,Surface
129,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Pteropod,Gastropoda,1,9.14262,134.95244,Surface
130,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Meroplankton,Benthic_Snail,Gastropoda,3,9.14262,134.95244,Surface
131,PAL22_N3_2_S,PAL22_5,North,N3,PNMS North,Zooplankton,3,2,Holoplankton,Salp,Other gelatinous,1,9.14262,134.95244,Surface
132,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Fish,Fish embryo/egg,9,9.12189,134.91685,Surface
133,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Fish,Fish embryo/egg,3,9.12189,134.91685,Surface
134,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Huge_Hairy_Egg,Fish embryo/egg,1,9.12189,134.91685,Surface
135,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Shrimp,Malacostraca,1,9.12189,134.91685,Surface
136,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Barnacle,Gastropoda,1,9.12189,134.91685,Surface
137,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,1,9.12189,134.91685,Surface
138,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Pteropod,Gastropoda,1,9.12189,134.91685,Surface
139,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,2,9.12189,134.91685,Surface
140,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Larvaceans,Other Gelatinous,11,9.12189,134.91685,Surface
141,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Evadne,Crustacea,27,9.12189,134.91685,Surface
142,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,10,9.12189,134.91685,Surface
143,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,1,9.12189,134.91685,Surface
144,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,1,9.12189,134.91685,Surface
145,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Pteropod,Gastropoda,1,9.12189,134.91685,Surface
146,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Pteropod,Gastropoda,1,9.12189,134.91685,Surface
147,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Echinoderm,Echinodermata,5,9.12189,134.91685,Surface
148,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Copepod,Copepoda,1535,9.12189,134.91685,Surface
149,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Meroplankton,Benthic_Snail,Gastropoda,9,9.12189,134.91685,Surface
150,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Chaetognath,Chaetognatha,40,9.12189,134.91685,Surface
151,PAL22_N3_3_S,PAL22_6,North,N3,PNMS North,Zooplankton,3,3,Holoplankton,Amphipod,Crustacea,1,9.12189,134.91685,Surface
152,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,2,9.23507,134.52248,Surface
153,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Benthic_Snail,Gastropoda,46,9.23507,134.52248,Surface
154,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,252,9.23507,134.52248,Surface
155,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Shrimp,Malacostraca,2,9.23507,134.52248,Surface
156,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Polychaete,Polycheata,6,9.23507,134.52248,Surface
157,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Echinoderm,Echinodermata,7,9.23507,134.52248,Surface
158,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Benthic_Snail,Gastropoda,4,9.23507,134.52248,Surface
159,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Bivalve,Bivalvia,2,9.23507,134.52248,Surface
160,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Bivalve,Bivalvia,1,9.23507,134.52248,Surface
161,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Bivalve,Bivalvia,1,9.23507,134.52248,Surface
162,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Bivalve,Bivalvia,1,9.23507,134.52248,Surface
163,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,4,9.23507,134.52248,Surface
164,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,2,9.23507,134.52248,Surface
165,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,4,9.23507,134.52248,Surface
166,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Echinoderm,Echinodermata,1,9.23507,134.52248,Surface
167,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Embryo,Fish embryo/egg,1,9.23507,134.52248,Surface
168,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Fish,Fish embryo/egg,16,9.23507,134.52248,Surface
169,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Pteropod,Gastropoda,1,9.23507,134.52248,Surface
170,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Pteropod,Gastropoda,5,9.23507,134.52248,Surface
171,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Pteropod,Gastropoda,2,9.23507,134.52248,Surface
172,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Echinoderm,Echinodermata,89,9.23507,134.52248,Surface
173,PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Copepod,Copepoda,770,9.23507,134.52248,Surface
